facultynum,fac_reservation,effect1,effect2
479,1,0.01252534013622419,0.01170502444468993
480,0,NA,0.0507473578205386
481,0,-0.07926166494518239,-0.03552991497630761
482,1,-0.0547915572775679,-0.10096263237460214
483,1,0.20215979371437495,0.18696562728708815
484,0,NA,-1.0540946185100525e-15
485,0,-0.3528924081970646,-0.23089797346607344
486,0,-0.00508817772700592,-0.02906716793395064
487,1,0.06846438898193458,0.10975977996651556
488,1,-0.15786597031162525,-0.17206815155960997
489,1,2.024512027270244e-16,0.00995290451134947
490,0,0.04545278159503687,0.03121219271393793
491,0,0.04296997991167074,-0.0541481691384771
492,1,NA,NA
493,1,NA,0.01160270187490174
494,1,NA,-0.03700011245205999
495,0,NA,-0.08237921403983693
496,NA,NA,NA
497,1,0.0837941415787077,0.1223470461013947
498,1,0.00110618530720181,-0.05161372785482064
499,1,NA,NA
500,1,NA,-0.01160270187490183
501,1,1.779116630025366e-16,-1.21571830776986e-16
