studentnum,e_ee_short_score,e_cs_score,expgrad4,e_attend_grad_school,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_reservation,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
1167,-0.571706956294398,NA,1,1,1,1,1,1,19,0,IR033EE,7.199999999999999,2.8,0.8,79.6,1.6,1.5999999999999996,3.5999999999999996,3.1999999999999993
1168,NA,NA,0,NA,1,0,1,1,19,0,IR033EE,5.517241379310345,1.379310344827586,1.0344827586206895,80.3448275862069,1.7241379310344829,2.7586206896551717,5.172413793103448,3.4482758620689657
1169,1.2148772821255962,NA,1,0,1,0,0,0,20,0,IR033EE,6.5625,0.9375,1.25,82.5,1.25,1.5625,4.375,4.0625
1170,0.5002435867575985,NA,1,0,1,1,0,0,20,0,IR033EE,7.241379310344827,2.068965517241379,1.379310344827586,91.72413793103448,1.7241379310344829,1.7241379310344829,4.482758620689656,3.103448275862069
1171,-0.571706956294398,NA,1,0,1,0,0,0,19,0,IR033EE,5,1.9230769230769231,1.1538461538461535,83.46153846153847,2.3076923076923075,2.3076923076923075,5.384615384615384,3.8461538461538463
1172,-0.571706956294398,NA,1,0,1,0,0,0,19,0,IR033EE,7.5,0.625,1.25,81.5625,1.25,1.5625,4.0625,3.4375
1173,0.5002435867575985,NA,1,0,1,1,0,0,20,0,IR033EE,8.125,1.25,0.625,68.75,0.625,1.25,3.125,3.75
1174,0.5002435867575985,NA,1,0,1,0,1,1,19,0,IR033EE,6.551724137931034,1.379310344827586,1.0344827586206895,85.86206896551724,1.7241379310344829,2.068965517241379,4.827586206896552,3.793103448275862
1175,-0.571706956294398,NA,1,0,0,0,0,0,19,0,IR033EE,7.741935483870968,0.9677419354838708,1.2903225806451617,85.16129032258064,1.2903225806451617,1.6129032258064515,4.193548387096774,2.903225806451613
1176,-0.571706956294398,NA,1,1,1,0,0,0,20,0,IR033EE,8,0.6666666666666666,0.6666666666666667,64,0.6666666666666667,1.3333333333333337,2.666666666666667,3.333333333333334
1177,NA,-0.7253536611797397,1,1,1,1,1,0,20,0,IR036CS,5.161290322580645,2.666666666666667,2,120,2.258064516129032,2.903225806451613,1.9354838709677415,2.5806451612903225
1178,NA,NA,1,1,0,1,1,1,20,0,IR036CS,3.7931034482758625,1.7857142857142856,0.3571428571428572,107.85714285714286,2.068965517241379,3.4482758620689653,3.793103448275862,2.068965517241379
1179,NA,0.32005400813490276,1,0,1,1,1,1,20,0,IR036CS,5.161290322580645,2.666666666666667,2,121.66666666666666,2.258064516129032,3.225806451612904,1.9354838709677415,2.5806451612903225
1180,NA,-0.20264982652241847,1,1,1,1,1,1,19,0,IR036CS,4.375,1.2903225806451617,0.6451612903225807,116.4516129032258,1.875,3.125,3.125,3.4375
1181,NA,NA,1,1,1,1,0,0,21,0,IR036CS,4.545454545454545,1.25,0.625,114.6875,1.818181818181818,3.030303030303031,3.0303030303030303,3.333333333333334
1182,NA,1.1041097601208845,1,0,0,1,0,0,20,0,IR036CS,3.939393939393939,1.5625,0.3125,96.875,1.5151515151515151,3.030303030303031,2.727272727272727,3.0303030303030303
1183,NA,0.5814059254635634,1,0,0,1,0,0,19,0,IR036CS,3,1.7241379310344829,0.34482758620689646,103.10344827586206,1.666666666666667,3.6666666666666665,2.333333333333333,2.666666666666667
1184,NA,-0.7253536611797397,1,0,0,1,0,0,19,0,IR036CS,3.75,1.612903225806452,0.3225806451612905,104.83870967741936,1.5625,3.4375,2.5,2.8125
1185,NA,0.32005400813490276,1,1,1,1,0,0,19,0,IR036CS,3.9393939393939386,1.5625,0.9375,119.375,2.121212121212121,3.030303030303031,3.0303030303030303,3.636363636363636
1186,NA,NA,1,0,1,1,1,1,20,0,IR036CS,3.870967741935483,1.666666666666667,0.33333333333333337,110.66666666666666,1.612903225806452,3.548387096774194,2.903225806451613,3.225806451612904
1187,NA,NA,1,0,1,1,0,0,20,0,IR036CS,5,1.25,1.25,126.875,3.125,1.875,3.125,1.25
1188,NA,0.32005400813490276,1,1,1,1,1,1,20,0,IR036CS,4.193548387096774,1.3333333333333337,0.6666666666666666,118,1.9354838709677415,2.903225806451613,3.225806451612904,3.225806451612904
1189,NA,NA,1,1,0,1,0,0,19,0,IR036CS,5.483870967741935,2.666666666666667,2,118.66666666666669,2.258064516129032,3.225806451612904,2.258064516129032,2.5806451612903225
1190,NA,NA,1,1,1,1,0,0,19,0,IR036CS,3.870967741935484,2.333333333333333,0.3333333333333333,108.66666666666669,1.9354838709677415,3.225806451612904,2.903225806451613,1.9354838709677415
1191,NA,0.32005400813490276,1,1,0,1,1,1,19,0,IR036CS,3.75,1.9354838709677415,0.3225806451612905,106.7741935483871,1.5625,3.125,2.5,2.5
1192,NA,NA,1,0,0,1,1,1,19,0,IR036CS,5.3125,2.5806451612903225,1.935483870967742,120.64516129032258,2.1875,3.125,2.1875,2.1875
1193,NA,NA,1,0,1,1,1,0,20,0,IR036CS,5,2.5806451612903225,1.935483870967742,115.80645161290322,2.1875,3.4375,1.875,2.8125
1194,NA,NA,1,1,1,1,0,0,20,0,IR036CS,5,1.875,0.625,118.125,3.125,1.875,3.125,1.25
1195,NA,NA,1,0,0,1,0,0,20,0,IR036CS,5,2.903225806451613,1.935483870967742,121.29032258064515,2.1875,3.75,1.875,2.5
1196,NA,NA,1,0,0,1,0,0,19,0,IR036CS,4.333333333333334,2.413793103448276,0,109.6551724137931,1.3333333333333337,3.6666666666666665,3,2.333333333333333
1197,NA,NA,1,0,1,1,0,0,19,0,IR036CS,5,2.903225806451613,1.935483870967742,121.29032258064515,2.1875,3.75,1.875,2.5
1198,NA,NA,1,1,1,1,0,0,19,0,IR036CS,4.375,1.612903225806452,0.967741935483871,118.70967741935485,2.1875,2.5,2.8125,2.8125
1199,NA,NA,1,1,0,1,0,0,19,0,IR036CS,4.242424242424242,1.5625,0.625,114.0625,1.818181818181818,3.030303030303031,2.727272727272727,3.0303030303030303
1200,NA,NA,1,1,1,1,0,0,19,0,IR036CS,5,2.903225806451613,1.935483870967742,122.58064516129032,2.1875,3.125,1.875,2.5
1201,NA,-0.7253536611797397,1,0,1,1,0,0,20,0,IR036CS,4.375,1.612903225806452,0.6451612903225807,118.38709677419354,1.5625,3.75,2.8125,3.75
1202,NA,NA,1,0,0,1,1,1,19,0,IR036CS,4.242424242424242,1.5625,0.625,114.0625,1.818181818181818,3.030303030303031,2.727272727272727,3.0303030303030303
1203,NA,-0.20264982652241847,1,1,0,1,0,0,20,0,IR036CS,5.3125,2.903225806451613,2.258064516129032,122.90322580645162,2.5,3.4375,1.875,2.1875
1204,NA,-0.7253536611797397,1,0,1,1,0,0,20,0,IR036CS,5.161290322580645,2.333333333333333,2,114.66666666666669,2.258064516129032,3.548387096774193,1.9354838709677415,2.903225806451613
1205,NA,1.3654616774495452,1,1,1,1,1,1,19,0,IR036CS,4.545454545454545,1.25,0.625,114.6875,1.818181818181818,3.030303030303031,3.0303030303030303,3.333333333333334
