subject,studentnum,fac_reservation,e_attend,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
Hot,1119,5,8.5,0,1,1,0,18,0,IR036CS,2.083333333333333,0.8333333333333333,106.66666666666666,2.0833333333333335,2.5,3.333333333333334,4.166666666666666
Math,1120,2,4,1,1,0,0,18,0,IR036CS,0,4,134,4,4,6,4
Physics,1120,3.333333333333334,3.5,1,1,0,0,18,0,IR036CS,0,3.333333333333334,83.33333333333334,6.666666666666666,0,3.333333333333334,0
Math,1121,6,12,0,1,1,1,18,0,IR036CS,0,4,122,4,2,4,2
Physics,1121,3.333333333333334,10,0,1,1,1,18,0,IR036CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,3.333333333333334,3.333333333333334
Math,1122,6,2,0,1,1,0,18,0,IR036CS,0,4,118,4,2,4,2
Physics,1122,3.333333333333334,1,0,1,1,0,18,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1123,4.583333333333334,7.5,0,1,1,0,17,0,IR036CS,2.083333333333333,1.25,109.58333333333334,2.5,2.0833333333333335,3.333333333333334,3.75
Math,1124,6,15,0,1,0,0,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1124,3.333333333333334,15,0,1,0,0,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Math,1125,6,3,0,1,1,0,17,0,IR036CS,0,4,122,4,2,4,2
Physics,1125,3.333333333333334,2,0,1,1,0,17,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Hot,1126,4.166666666666666,4.5,0,1,1,0,18,0,IR036CS,1.666666666666667,1.666666666666667,113.75,3.333333333333334,2.0833333333333335,2.5,3.75
Hot,1127,4.583333333333334,6,0,1,1,1,17,0,IR036CS,1.25,0.8333333333333333,98.75,1.666666666666667,4.166666666666666,4.166666666666666,3.75
Hot,1128,3.75,7.5,0,1,1,0,17,0,IR036CS,1.666666666666667,1.666666666666667,119.16666666666666,3.333333333333334,2.5,2.916666666666666,4.166666666666666
Math,1129,6,14,1,1,0,0,18,0,IR036CS,2,2,122,4,2,4,2
Physics,1129,6.666666666666666,14,1,1,0,0,18,0,IR036CS,0,0,110,0,0,0,0
Math,1130,6,1,0,1,0,0,18,0,IR036CS,2,2,122,4,2,4,2
Physics,1130,3.333333333333334,0,0,1,0,0,18,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Hot,1131,3.75,13,1,1,1,0,17,0,IR036CS,2.0833333333333335,1.666666666666667,119.16666666666666,3.75,2.5,2.916666666666666,4.583333333333334
Math,1132,6,13.5,0,1,1,0,17,0,IR036CS,2,2,122,4,2,4,2
Physics,1132,3.333333333333334,13.5,0,1,1,0,17,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Math,1133,4,1.5,0,1,1,1,17,0,IR036CS,0,4,132,4,4,6,2
Physics,1133,6.666666666666666,1,0,1,1,1,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Math,1134,6,5,1,1,1,1,19,0,IR036CS,0,4,118,4,2,4,2
Physics,1134,3.333333333333334,5,1,1,1,1,19,0,IR036CS,0,3.333333333333334,83.33333333333334,6.666666666666666,0,3.333333333333334,0
Hot,1135,4.166666666666667,6.5,0,1,1,1,17,0,IR036CS,1.666666666666667,1.666666666666667,117.91666666666669,3.333333333333334,2.5,2.916666666666666,4.166666666666666
Math,1136,6,15,0,1,0,0,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1136,3.333333333333334,15,0,1,0,0,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1137,4.166666666666667,7,0,1,1,0,17,0,IR036CS,1.666666666666667,1.666666666666667,117.91666666666666,3.333333333333334,2.5,2.916666666666666,4.166666666666666
Math,1138,4,1.5,1,1,0,1,17,0,IR036CS,0,4,132,4,4,6,2
Physics,1138,6.666666666666666,0.5,1,1,0,1,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Hot,1139,5,15,1,1,0,0,18,0,IR036CS,1.25,0.8333333333333333,98.33333333333334,1.666666666666667,4.166666666666666,4.166666666666666,3.333333333333334
Math,1140,6,15,0,1,1,0,17,0,IR036CS,0,4,122,4,2,4,2
Physics,1140,3.333333333333334,0,0,1,1,0,17,0,IR036CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,3.333333333333334,3.333333333333334
Math,1141,6,15,1,1,0,0,18,0,IR036CS,0,4,122,4,2,4,2
Physics,1141,3.333333333333334,15,1,1,0,0,18,0,IR036CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,3.333333333333334,3.333333333333334
Hot,1142,5.833333333333334,8,0,1,0,0,18,0,IR036CS,2.083333333333333,0.8333333333333333,109.16666666666666,2.5,2.916666666666666,2.916666666666666,3.75
Hot,1143,4.583333333333334,8,0,1,1,1,17,0,IR036CS,2.5,0.8333333333333333,107.5,2.5,2.0833333333333335,3.333333333333334,4.166666666666666
Hot,1144,5.833333333333334,7,1,1,1,1,17,0,IR036CS,2.5,0.8333333333333333,103.33333333333334,2.916666666666666,2.5,2.916666666666666,3.75
Math,1145,6,15,0,1,1,0,18,0,IR036CS,2,2,122,4,2,4,2
Physics,1145,3.333333333333334,14.5,0,1,1,0,18,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Hot,1146,5.416666666666666,4,0,1,1,1,17,0,IR036CS,1.25,0.8333333333333333,92.91666666666669,1.666666666666667,3.75,3.75,2.916666666666666
Hot,1147,4.583333333333334,9.5,1,1,1,0,17,0,IR036CS,2.5,0.8333333333333333,111.66666666666666,2.5,2.5,3.75,4.583333333333334
Math,1148,6,10.5,1,1,1,1,17,0,IR036CS,0,4,122,4,2,4,2
Physics,1148,3.333333333333334,7,1,1,1,1,17,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Hot,1149,5,7,0,1,1,1,17,0,IR036CS,2.083333333333333,1.25,108.33333333333334,2.5,2.0833333333333335,3.333333333333334,3.75
Hot,1150,4.583333333333334,8.5,0,1,0,0,18,0,IR036CS,1.25,0.8333333333333333,103.75,1.666666666666667,4.583333333333334,4.583333333333334,3.75
Hot,1151,4.166666666666666,13.5,1,1,1,1,17,0,IR036CS,1.666666666666667,1.666666666666667,113.75,3.333333333333334,2.0833333333333335,2.5,3.75
Hot,1152,5.416666666666666,6,0,1,0,0,18,0,IR036CS,2.5,0.8333333333333333,106.66666666666666,2.916666666666666,2.5,2.916666666666666,3.75
Math,1153,6,2,1,1,1,1,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1153,3.333333333333334,2,1,1,1,1,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Math,1154,6,3.5,1,1,1,1,18,0,IR036CS,0,4,118,4,2,4,2
Physics,1154,3.333333333333334,5.5,1,1,1,1,18,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1155,4.166666666666667,8,1,1,1,0,17,0,IR036CS,1.25,1.666666666666667,113.75,2.916666666666666,2.0833333333333335,2.5,3.333333333333334
Math,1156,4,1.5,1,1,0,0,18,0,IR036CS,0,4,132,4,4,6,2
Physics,1156,6.666666666666666,0.5,1,1,0,0,18,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Hot,1157,5,6,0,1,0,0,17,0,IR036CS,1.25,0.8333333333333333,105,1.666666666666667,5,5,3.75
Hot,1158,4.583333333333334,6.5,0,1,1,0,17,0,IR036CS,2.083333333333333,1.25,113.75,2.5,2.5,3.75,4.166666666666666
Math,1159,6,8.5,0,1,0,0,17,0,IR036CS,2,2,122,4,2,4,2
Physics,1159,3.333333333333334,5.5,0,1,0,0,17,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Math,1160,4,3,1,1,1,0,17,0,IR036CS,0,4,132,4,4,6,2
Physics,1160,6.666666666666666,1.5,1,1,1,0,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Hot,1161,5,8,0,1,0,0,18,0,IR036CS,2.5,0.8333333333333333,106.25,2.5,2.0833333333333335,3.333333333333334,4.166666666666666
Math,1162,2,15,0,1,1,0,17,0,IR036CS,0,4,134,4,4,6,4
Physics,1162,6.666666666666666,10,0,1,1,0,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Math,1163,6,15,1,1,0,0,18,0,IR036CS,0,4,122,4,2,4,2
Physics,1163,3.333333333333334,7.5,1,1,0,0,18,0,IR036CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,3.333333333333334,3.333333333333334
Hot,1164,4.583333333333334,7,0,1,1,1,18,0,IR036CS,2.5,0.8333333333333333,111.66666666666666,2.5,2.5,3.75,4.583333333333334
Math,1165,6,6,0,1,1,0,18,0,IR036CS,2,2,122,4,2,4,2
Physics,1165,3.333333333333334,2,0,1,1,0,18,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Hot,1166,5,7,0,1,1,0,17,0,IR036CS,2.5,0.8333333333333333,113.33333333333331,2.5,2.5,3.75,4.583333333333334
Hot,1167,5,9,0,1,0,0,18,0,IR036CS,0.8333333333333336,0.8333333333333333,97.08333333333334,1.25,4.583333333333334,3.75,3.333333333333334
Math,1168,6,1,0,1,0,0,18,0,IR036CS,2,2,122,4,2,4,2
Physics,1168,3.333333333333334,1,0,1,0,0,18,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Math,1169,6,15,1,1,1,0,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1169,3.333333333333334,15,1,1,1,0,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Math,1170,6,15,0,1,1,0,18,0,IR036CS,0,4,122,4,2,4,2
Physics,1170,3.333333333333334,12,0,1,1,0,18,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Math,1171,6,1,0,1,0,1,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1171,3.333333333333334,1,0,1,0,1,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1172,5,13.5,1,1,1,1,17,0,IR036CS,2.5,0.8333333333333333,102.91666666666666,2.916666666666666,2.916666666666666,3.333333333333334,5
Math,1173,2,15,0,1,0,0,17,0,IR036CS,0,4,134,4,4,6,4
Physics,1173,6.666666666666666,15,0,1,0,0,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Math,1174,6,7,0,1,1,1,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1174,3.333333333333334,5,0,1,1,1,17,0,IR036CS,0,3.333333333333334,83.33333333333334,6.666666666666666,0,3.333333333333334,0
Math,1175,2,7,0,1,1,0,18,0,IR036CS,0,4,134,4,4,6,4
Physics,1175,6.666666666666666,5,0,1,1,0,18,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Hot,1176,3.75,8,0,1,1,1,17,0,IR036CS,1.666666666666667,1.666666666666667,119.16666666666666,3.333333333333334,2.5,2.916666666666666,4.166666666666666
Hot,1177,3.75,7,0,1,1,0,17,0,IR036CS,2.083333333333333,1.25,113.33333333333334,2.5,2.916666666666666,3.75,4.166666666666666
Math,1178,6,8.5,1,1,0,0,17,0,IR036CS,2,2,122,4,2,4,2
Physics,1178,3.333333333333334,7.5,1,1,0,0,17,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Hot,1179,5.416666666666666,9,1,1,1,0,17,0,IR036CS,2.5,0.8333333333333333,102.91666666666666,2.916666666666666,2.5,2.916666666666666,4.166666666666666
Math,1180,4,8.5,0,1,0,1,18,0,IR036CS,0,4,132,4,4,6,2
Physics,1180,3.333333333333334,9,0,1,0,1,18,0,IR036CS,0,3.333333333333334,83.33333333333334,6.666666666666666,0,3.333333333333334,0
Math,1181,6,2,1,1,0,1,18,0,IR036CS,0,4,118,4,2,4,2
Physics,1181,3.333333333333334,2,1,1,0,1,18,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1182,4.583333333333334,6.5,0,1,0,0,17,0,IR036CS,2.083333333333333,1.25,113.75,2.5,2.5,3.75,4.166666666666666
Hot,1183,4.166666666666666,8,1,1,0,0,18,0,IR036CS,1.25,1.6666666666666663,118.33333333333331,2.916666666666666,3.75,4.166666666666667,4.166666666666666
Math,1184,6,8,1,1,1,0,18,0,IR036CS,0,4,118,4,2,4,2
Physics,1184,3.333333333333334,8,1,1,1,0,18,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1185,5.833333333333334,14.5,1,1,0,0,17,0,IR036CS,2.083333333333333,0.8333333333333333,106.25,2.5,2.5,2.916666666666666,3.75
Math,1186,2,1,0,1,0,0,17,0,IR036CS,0,4,134,4,4,6,4
Physics,1186,6.666666666666666,1,0,1,0,0,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Hot,1187,5.416666666666666,13.5,0,1,1,1,17,0,IR036CS,0.8333333333333333,1.25,99.58333333333334,2.083333333333333,4.166666666666666,4.166666666666666,2.916666666666666
Math,1188,6,15,1,1,0,0,17,0,IR036CS,0,4,122,4,2,4,2
Physics,1188,6.666666666666666,15,1,1,0,0,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Hot,1189,3.75,7,1,1,1,0,17,0,IR036CS,1.666666666666667,1.666666666666667,119.16666666666666,3.333333333333334,2.5,2.916666666666666,4.166666666666666
Hot,1190,4.583333333333334,8,0,1,1,0,17,0,IR036CS,2.5,0.8333333333333333,111.66666666666666,2.5,2.5,3.75,4.583333333333334
Math,1191,4,3,0,1,1,1,17,0,IR036CS,0,4,132,4,4,6,2
Physics,1191,6.666666666666666,3,0,1,1,1,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Hot,1192,5.416666666666666,6.5,1,1,0,0,18,0,IR036CS,2.5,0.8333333333333333,106.66666666666666,2.916666666666666,2.5,2.916666666666666,3.75
Hot,1193,4.583333333333334,8.5,0,1,1,0,16,0,IR036CS,1.25,0.8333333333333333,113.33333333333334,1.666666666666667,5,5,3.75
Math,1194,6,13,1,0,1,1,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1194,3.333333333333334,15,1,0,1,1,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1195,4.583333333333334,12.5,1,1,1,0,17,0,IR036CS,2.5,0.8333333333333333,111.66666666666666,2.5,2.5,3.75,4.583333333333334
Math,1196,2,6,0,1,0,0,17,0,IR036CS,0,4,134,4,4,6,4
Physics,1196,6.666666666666666,0,0,1,0,0,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Math,1197,6,3,0,1,0,0,18,0,IR036CS,0,4,122,4,2,4,2
Physics,1197,3.333333333333334,2,0,1,0,0,18,0,IR036CS,0,3.333333333333334,123.33333333333334,3.333333333333334,0,3.333333333333334,0
Hot,1198,4.583333333333334,7.5,1,1,1,1,17,0,IR036CS,1.666666666666667,1.666666666666667,108.33333333333334,3.333333333333334,1.666666666666667,2.0833333333333335,3.333333333333334
Math,1199,6,15,0,1,1,0,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1199,6.666666666666666,10,0,1,1,0,17,0,IR036CS,0,0,70,3.333333333333334,0,0,0
Math,1200,6,10.5,1,1,0,0,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1200,3.333333333333334,6.5,1,1,0,0,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1201,5.833333333333334,15,1,1,0,0,18,0,IR036CS,2.083333333333333,0.8333333333333333,108.33333333333334,2.5,2.5,2.5,3.333333333333334
Hot,1202,4.583333333333334,9,1,1,0,0,18,0,IR036CS,2.5,0.8333333333333333,111.66666666666666,2.5,2.5,3.75,4.583333333333334
Hot,1203,5,12,1,1,0,0,17,0,IR036CS,2.083333333333333,0.8333333333333333,113.75,2.083333333333333,2.5,3.75,4.166666666666666
Hot,1204,3.333333333333333,8.5,1,1,0,0,17,0,IR036CS,1.25,1.666666666666667,120.83333333333334,2.916666666666666,2.916666666666666,2.916666666666666,4.166666666666666
Math,1205,6,14,1,1,1,1,18,0,IR036CS,0,4,118,4,2,4,2
Physics,1205,3.333333333333334,14.5,1,1,1,1,18,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Math,1206,6,5.5,1,1,0,0,17,0,IR036CS,0,4,118,4,2,4,2
Physics,1206,3.333333333333334,3.5,1,1,0,0,17,0,IR036CS,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
Hot,1207,5,8,1,1,0,0,17,0,IR036CS,1.666666666666667,1.666666666666667,109.16666666666666,2.916666666666666,1.666666666666667,2.5,3.333333333333334
Math,1208,2.5,15,1,1,0,1,18,0,IR036EE,0,2.5,132.5,2.5,5,5,2.5
Physics,1208,4.285714285714286,15,1,1,0,1,18,0,IR036EE,0,2.8571428571428568,77.14285714285714,3.75,1.25,2.8571428571428568,1.4285714285714288
Math,1209,5,4,0,1,1,1,18,0,IR036EE,0,0,102.5,0,5,5,5
Physics,1209,5.7142857142857135,4,0,1,1,1,18,0,IR036EE,0,2.8571428571428568,80,2.5,1.25,2.8571428571428568,1.4285714285714288
Math,1210,5,1.5,1,1,1,1,18,0,IR036EE,0,0,92.5,0,2.5,2.5,7.5
Physics,1210,6.25,1.5,1,1,1,1,18,0,IR036EE,2.5,0,87.5,3.75,1.25,2.5,1.25
Hot,1211,5.217391304347826,9,0,1,1,1,17,0,IR036EE,0.43478260869565233,0.8695652173913047,96.08695652173913,1.6666666666666663,2.5,1.7391304347826086,3.0434782608695654
Hot,1212,5.217391304347826,8,1,1,1,0,18,0,IR036EE,0.8695652173913044,1.7391304347826086,94.34782608695652,2.916666666666666,1.666666666666667,2.173913043478261,3.4782608695652173
Hot,1213,3.91304347826087,10,0,1,1,1,18,0,IR036EE,1.3043478260869563,1.7391304347826086,93.91304347826087,3.333333333333334,1.666666666666667,3.4782608695652173,3.4782608695652173
Math,1214,7.5,7.5,1,1,0,0,18,0,IR036EE,0,0,100,0,5,5,2.5
Physics,1214,5.7142857142857135,4.5,1,1,0,0,18,0,IR036EE,0,1.4285714285714288,97.14285714285714,1.25,1.25,1.4285714285714288,1.4285714285714288
Hot,1215,4.782608695652174,6.5,0,1,1,0,17,0,IR036EE,1.3043478260869563,1.3043478260869563,87.82608695652173,2.916666666666666,1.25,2.173913043478261,3.4782608695652173
Hot,1216,5.217391304347826,8,1,1,0,0,17,0,IR036EE,0.8695652173913047,1.3043478260869563,90,2.5,1.25,2.173913043478261,3.4782608695652173
Math,1217,2.5,15,0,1,1,1,17,0,IR036EE,0,2.5,132.5,2.5,5,5,2.5
Physics,1217,4.285714285714286,15,0,1,1,1,17,0,IR036EE,0,2.8571428571428568,77.14285714285714,3.75,1.25,2.8571428571428568,1.4285714285714288
Hot,1218,5.217391304347826,8,0,1,1,0,17,0,IR036EE,0.43478260869565233,0.43478260869565233,87.82608695652173,1.25,3.333333333333334,3.4782608695652173,2.608695652173913
Hot,1219,4.166666666666666,7,1,1,0,0,17,0,IR036EE,1.25,1.25,90,2.916666666666666,1.25,3.333333333333334,3.333333333333334
Math,1220,5,15,1,1,0,0,18,0,IR036EE,0,0,107.5,0,5,5,5
Physics,1220,4.285714285714286,15,1,1,0,0,18,0,IR036EE,0,2.8571428571428568,81.42857142857142,3.75,1.25,4.285714285714286,1.4285714285714288
Hot,1221,4.583333333333334,14,0,1,1,0,17,0,IR036EE,0.8333333333333333,1.25,87.5,2.916666666666666,2.0833333333333335,2.916666666666667,2.083333333333333
Math,1222,5,15,0,1,0,0,18,0,IR036EE,0,0,102.5,0,5,5,5
Physics,1222,5.7142857142857135,15,0,1,0,0,18,0,IR036EE,0,1.4285714285714288,97.14285714285714,1.25,1.25,1.4285714285714288,1.4285714285714288
Math,1223,5,1,0,1,0,0,17,0,IR036EE,0,0,102.5,0,5,5,5
Physics,1223,5.7142857142857135,0.5,0,1,0,0,17,0,IR036EE,0,1.4285714285714288,97.14285714285714,1.25,1.25,1.4285714285714288,1.4285714285714288
Hot,1224,4.782608695652174,7,1,1,0,0,18,0,IR036EE,1.3043478260869563,0.8695652173913047,79.56521739130434,2.916666666666666,2.5,2.608695652173913,2.608695652173913
Hot,1225,4.583333333333334,8,1,1,1,0,17,0,IR036EE,1.25,1.25,86.25,2.916666666666666,0.8333333333333333,2.916666666666666,3.333333333333334
Hot,1226,4.583333333333334,7,0,1,0,0,18,0,IR036EE,0.41666666666666674,0.4166666666666668,83.33333333333334,1.25,2.5,3.75,2.916666666666666
Math,1227,2.5,1,0,1,1,0,18,0,IR036EE,0,2.5,132.5,2.5,5,5,2.5
Physics,1227,4.285714285714286,2,0,1,1,0,18,0,IR036EE,1.4285714285714288,1.4285714285714288,70,3.75,1.25,2.8571428571428568,2.8571428571428568
Hot,1228,4.782608695652174,7,0,1,1,1,18,0,IR036EE,0.43478260869565233,1.3043478260869563,92.17391304347828,2.5,3.333333333333334,2.1739130434782608,2.173913043478261
Hot,1229,4.347826086956522,7,0,1,1,0,18,0,IR036EE,1.3043478260869563,1.3043478260869563,98.26086956521738,2.916666666666666,2.083333333333333,3.4782608695652173,3.4782608695652173
Math,1230,2.5,1,0,1,1,1,18,0,IR036EE,0,2.5,132.5,2.5,5,5,2.5
Physics,1230,4.285714285714286,1,0,1,1,1,18,0,IR036EE,0,2.8571428571428568,77.14285714285714,3.75,1.25,2.8571428571428568,1.4285714285714288
Hot,1231,4.782608695652174,8,1,1,0,1,18,0,IR036EE,0.43478260869565233,0.8695652173913044,89.56521739130436,1.666666666666667,3.333333333333334,3.4782608695652173,2.608695652173913
Hot,1232,5.217391304347826,8,1,1,1,1,17,0,IR036EE,0.8695652173913044,1.3043478260869563,91.73913043478262,2.916666666666666,2.5,2.608695652173912,1.7391304347826086
Hot,1233,4.782608695652174,15,0,1,0,0,18,0,IR036EE,1.3043478260869563,0.8695652173913047,86.52173913043478,2.916666666666666,2.5,2.608695652173912,2.608695652173913
Hot,1234,5.217391304347826,7,0,1,1,0,17,0,IR036EE,1.3043478260869563,1.3043478260869563,89.56521739130436,2.916666666666666,1.25,2.608695652173913,3.0434782608695654
Hot,1235,5.217391304347826,9,1,1,0,0,18,0,IR036EE,1.3043478260869563,1.3043478260869563,89.56521739130436,2.916666666666666,1.25,2.608695652173913,3.0434782608695654
Hot,1236,5,6.5,0,1,1,1,18,0,IR036EE,0.41666666666666674,0.4166666666666668,86.66666666666666,1.25,2.916666666666666,3.75,2.5
Math,1237,2.5,1.5,0,1,1,0,17,0,IR036EE,0,2.5,132.5,2.5,5,5,2.5
Physics,1237,4.285714285714286,1,0,1,1,0,17,0,IR036EE,1.4285714285714288,1.4285714285714288,70,3.75,1.25,2.8571428571428568,2.8571428571428568
Math,1238,5,2,0,1,1,1,17,0,IR036EE,0,0,107.5,0,5,5,5
Physics,1238,5,2.5,0,1,1,1,17,0,IR036EE,0,1.25,73.75,2.5,0,3.75,1.25
Math,1239,5,3,0,1,0,0,18,0,IR036EE,0,0,92.5,0,2.5,2.5,7.5
Physics,1239,5.7142857142857135,3,0,1,0,0,18,0,IR036EE,0,1.4285714285714288,75.71428571428571,2.5,1.25,2.8571428571428568,1.4285714285714288
Hot,1240,5,8,1,1,0,0,17,0,IR036EE,0.4166666666666668,0.8333333333333336,82.08333333333334,1.6666666666666663,1.666666666666667,2.083333333333333,3.333333333333334
Math,1241,5,1,1,1,1,1,17,0,IR036EE,0,0,107.5,0,5,5,5
Physics,1241,5,2,1,1,1,1,17,0,IR036EE,0,1.25,73.75,2.5,0,3.75,1.25
Math,1242,5,12.5,1,1,0,0,18,0,IR036EE,0,0,107.5,0,5,5,5
Physics,1242,5.7142857142857135,15,1,1,0,0,18,0,IR036EE,0,1.4285714285714288,75.71428571428571,2.5,1.25,2.8571428571428568,1.4285714285714288
Math,1243,5,15,0,1,0,0,18,0,IR036EE,0,0,107.5,0,5,5,5
Physics,1243,5,15,0,1,0,0,18,0,IR036EE,0,1.25,73.75,2.5,0,3.75,1.25
Math,1244,5,15,1,1,0,1,17,0,IR036EE,0,0,102.5,0,5,5,5
Physics,1244,5.7142857142857135,15,1,1,0,1,17,0,IR036EE,0,1.4285714285714288,97.14285714285714,1.25,1.25,1.4285714285714288,1.4285714285714288
Math,1245,5,1,0,1,1,0,17,0,IR036EE,0,0,92.5,0,2.5,2.5,7.5
Physics,1245,5.7142857142857135,1,0,1,1,0,17,0,IR036EE,0,1.4285714285714288,71.42857142857143,2.5,1.25,1.4285714285714288,1.4285714285714288
Math,1246,2.5,15,0,1,1,0,17,0,IR036EE,0,0,120,0,7.5,7.5,5
Physics,1246,4.285714285714286,14,0,1,1,0,17,0,IR036EE,0,2.8571428571428568,77.14285714285714,3.75,1.25,2.8571428571428568,1.4285714285714288
Math,1247,5,2,1,1,0,0,17,0,IR036EE,0,0,102.5,0,5,5,5
Physics,1247,5.7142857142857135,2.5,1,1,0,0,17,0,IR036EE,0,1.4285714285714288,97.14285714285714,1.25,1.25,1.4285714285714288,1.4285714285714288
Hot,1248,4.583333333333334,15,1,1,1,1,17,0,IR036EE,0.8333333333333335,0.8333333333333336,88.75,2.083333333333334,1.25,2.5,4.166666666666666
Hot,1249,5,8,1,1,1,0,18,0,IR036EE,0.41666666666666674,0.4166666666666668,84.16666666666666,1.25,2.5,3.333333333333334,2.916666666666666
Hot,1250,5.652173913043478,7.5,1,1,0,0,17,0,IR036EE,0.43478260869565233,0.43478260869565233,96.95652173913044,0.8333333333333333,3.333333333333334,3.0434782608695654,3.9130434782608696
Math,1251,5,3,0,1,0,0,19,0,IR036EE,0,0,92.5,0,2.5,2.5,7.5
Physics,1251,5.7142857142857135,3.5,0,1,0,0,19,0,IR036EE,0,1.4285714285714288,75.71428571428571,2.5,1.25,2.8571428571428568,1.4285714285714288
Math,1252,5,12,1,1,0,1,17,0,IR036EE,0,0,107.5,0,5,5,5
Physics,1252,5,12,1,1,0,1,17,0,IR036EE,0,1.25,73.75,2.5,0,3.75,1.25
Math,1253,5,15,1,1,1,1,17,0,IR036EE,0,0,102.5,0,5,5,5
Physics,1253,5.7142857142857135,15,1,1,1,1,17,0,IR036EE,0,1.4285714285714288,97.14285714285714,1.25,1.25,1.4285714285714288,1.4285714285714288
Math,1254,5,9,1,1,1,0,17,0,IR036EE,0,0,102.5,0,5,5,5
Physics,1254,5.7142857142857135,9,1,1,1,0,17,0,IR036EE,0,1.4285714285714288,92.85714285714286,1.25,1.25,1.4285714285714288,1.4285714285714288
Math,1255,5,1,1,1,0,0,18,0,IR036EE,0,0,107.5,0,5,5,5
Physics,1255,5.7142857142857135,1,1,1,0,0,18,0,IR036EE,0,1.4285714285714288,75.71428571428571,2.5,1.25,2.8571428571428568,1.4285714285714288
Math,1256,2.5,15,1,1,1,0,17,0,IR036EE,0,2.5,132.5,2.5,5,5,2.5
Physics,1256,5.7142857142857135,15,1,1,1,0,17,0,IR036EE,1.4285714285714288,1.4285714285714288,71.42857142857143,3.75,1.25,2.8571428571428568,2.8571428571428568
